epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.7322,1.21634,2.71913,2.01288,1.2003,0.75131,0.24178,0.79327,0.41724,0.75131,0.24178,0.80345,0.38779,1.45776,1.5259,2.40584,1.03029,0.000649123,0.000649123,0.000649123
2,42.0859,1.11007,2.15916,1.18252,1.10835,0.71743,0.74,0.7388,0.44811,0.71743,0.74,0.72698,0.40918,1.37453,2.34022,1.63938,1.0592,0.00128974,0.00128974,0.00128974
